,Unnamed: 0,Unnamed: 0.1,Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude,Modalidade
414,414,414,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0410806 EDI PIERRE JANET,33069387,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA NS DAS GRACAS, 699 FRENTE. RAMOS. 21031-611 Rio de Janeiro - RJ.",(21) 38852347,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação Infantil,,-22.84993077,-43.25653922,2
415,415,415,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0410026 ESCOLA MUNICIPAL PROFESSORA MARIA DE CERQUEIRA E SILVA,33069395,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LEOPOLDO BULHOES, 800 MANGUINHOS. 20911-300 Rio de Janeiro - RJ.",(21) 38781481,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8834471,-43.2489674,6
416,416,416,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0410006 ESCOLA MUNICIPAL PROFESSOR CARNEIRO RIBEIRO,33069409,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR LACE, 157 RAMOS. 21060-120 Rio de Janeiro - RJ.",(21) 25623957,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8555064,-43.2619458,3
417,417,417,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0430001 ESCOLA MUNICIPAL PROFESSOR JOSUE DE CASTRO,33069417,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV BRASIL, 4040 RUA 6 SEM Nº. MARE. 21040-361 Rio de Janeiro - RJ.",(21) 31047747,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.873849800000002,-43.2407114,3
418,418,418,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0329001 ESCOLA MUNICIPAL PROFESSOR MOURAO FILHO,33069425,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MAQUINISTA ARISTOTELES FERREIRA, SN BONSUCESSO. 21061-200 Rio de Janeiro - RJ.",(21) 38860025,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.86491284,-43.26985785,6
419,419,419,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0410003 ESCOLA MUNICIPAL RUY BARBOSA,33069433,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AGUIAR MOREIRA, 652 BONSUCESSO. 21041-070 Rio de Janeiro - RJ.",(21) 25623949,Municipal,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-22.867971100000002,-43.2535262,3
420,420,420,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0430005 ESCOLA MUNICIPAL TENENTE GENERAL NAPION,33069441,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV ALMIRANTE FRONTIN, 50 RAMOS. 21030-040 Rio de Janeiro - RJ.",(21) 31058851,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.81712724,-43.20517499,3
421,421,421,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0430002 ESCOLA MUNICIPAL TEOTONIO VILELA,33069450,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"R MANOEL FALCAO ALVES MARANHAO, 0 CONJUNTO ESPERANCA. MANGUINHOS. 21041-615 Rio de Janeiro - RJ.",(21) 31048550,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-22.8762426,-43.23890640000001,3
422,422,422,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0410008 ESCOLA MUNICIPAL WALT DISNEY,33069468,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR LACE, 437 RAMOS. 21060-120 Rio de Janeiro - RJ.",(21) 25623938,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8569268,-43.2645667,6
423,423,423,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GINASIO NOSSA SRA DO BONSUCESSO,33069476,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GENERAL GALIENE, 101 BONSUCESSO. 21050-780 Rio de Janeiro - RJ.",(21) 22602723,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.869329999999998,-43.25747,30
424,424,424,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0430007 ESCOLA MUNICIPAL NOVA HOLANDA,33069514,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, S/N MARE. 21044-763 Rio de Janeiro - RJ.",(21) 31058155,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8553913,-43.2387919,3
425,425,425,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EXTERNATO PINHEIRO LTDA,33069522,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CONSELHEIRO PAULINO, 299 OLARIA. 21073-240 Rio de Janeiro - RJ.",(21) 25611231,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.85305,-43.26798,30
426,426,426,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INST CRISTAO HELENA ALEM,33069549,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MINISTRO MOREIRA DE ABREU, 262 OLARIA. 21071-485 Rio de Janeiro - RJ.",(21) 34718120,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.85043,-43.27722,6
427,427,427,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO PIO XI,33069565,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ROBERTO SILVA, 71 RAMOS. 21060-230 Rio de Janeiro - RJ.",(21) 31941403,Privada,Filantrópica,Não,Sim,Mais de 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8566815,-43.2591262,30
428,428,428,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO RELVAS LTDA,33069590,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TEIXEIRA FRANCO, 3 E 13 RAMOS. 21060-130 Rio de Janeiro - RJ.",(21) 22800648,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.85387,-43.26421,30
429,429,429,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JD ESC GATINHA BRANCA LTDA,33069670,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA FREDERICO DE ALBUQUERQUE, 152 HIGIENOPOLIS. 21050-840 Rio de Janeiro - RJ.",(21) 22603445,Privada,Particular,Não,Não,Até 50 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8738,-43.26019,6
430,430,430,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JD ESC SOLDADINHO DE CHUMBO,33069697,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GUARATINGUETA, 23 OLARIA. 21021-580 Rio de Janeiro - RJ.",(21) 25600649,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.844739999999998,-43.26239,15
431,431,431,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RECANTO DA CRIANCA FELIZ,33069743,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ISMAEL DA ROCHA, 124 RAMOS. 21031-050 Rio de Janeiro - RJ.",(21) 39762729,Privada,Confessional,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.845949899999997,-43.249091899999996,2
432,432,432,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNID EDUC GAMA E SOUZA,33069778,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA TEIXEIRA DE CASTRO, 70/72 CASAS 04/06/08/10. BONSUCESSO. 21040-112 Rio de Janeiro - RJ.",(21) 22700887,Privada,Particular,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.86168,-43.25235,30
433,433,433,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUC GAMA E SOUZA,33069794,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA LEOPOLDINA REGO, 502 OLARIA. 21021-521 Rio de Janeiro - RJ.",(21) 25641168,Privada,Particular,Não,Não,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional",,-22.845589999999998,-43.26725,30
434,434,434,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0411202 CIEP GREGORIO BEZERRA,33069808,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PLINIO DE OLIVEIRA, S/N PENHA. 21070-040 Rio de Janeiro - RJ.",(21) 38858591,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-22.842401000000002,-43.2797776,21
435,435,435,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0411502 CIEP DEPUTADO JOSE CARLOS BRANDAO MONTEIRO,33069816,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO VICENTE DE PAULA, 625 PENHA. 21072-190 Rio de Janeiro - RJ.",(21) 989093104,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.851094699999997,-43.2836992,6
436,436,436,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0431501 CIEP MESTRE CARTOLA AGENOR DE OLIVEIRA,33069824,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DEMOCRACIA, SEMNUMERO PARADA DE LUCAS. 21010-720 Rio de Janeiro - RJ.",(21) 34554636,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.8086139,-43.3014102,6
437,437,437,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO ALCANTARA,33069832,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"BULHOES MARCIAL, 149 CORDOVIL. 21250-371 Rio de Janeiro - RJ.",(21) 33910307,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.8243445,-43.2958904,15
438,438,438,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL ATENEU DO RIO DE JANEIRO,33069859,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA RICHARD STRAUSS, 52 JARDIM AMERICA. 21240-110 Rio de Janeiro - RJ.",(21) 33465577,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.810935754498402,-43.32402119340261,30
439,439,439,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE GOMES FREIRE DE ANDRADE,33069921,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO MAURICIO, 87 PENHA. 21070-490 Rio de Janeiro - RJ.",(21) 23347520,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Médio,,-22.8426542803652,-43.28158012092239,5
440,440,440,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE HEITOR LIRA,33069930,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CUBA, 320 PENHA. 21020-160 Rio de Janeiro - RJ.",(21) 23347526,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-22.830038300000002,-43.275331099999995,35
441,441,441,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE JOSE MARTI,33069948,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PROFESSOR PLINIO BASTOS, 631 OLARIA. 21021-350 Rio de Janeiro - RJ.",(21) 23347528,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.841912699999998,-43.268210499999995,5
442,442,442,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE REPUBLICA DE ANGOLA,33069956,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA ENGRACIA, 0 SEM NUMERO. PENHA. 21021-080 Rio de Janeiro - RJ.",(21) 23347541,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.8389885,-43.2681548,35
443,443,443,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE REPUBLICA DE GUINE BISSAU,33069964,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA POCO CENTRAL, 00 CORDOVIL. 21010-260 Rio de Janeiro - RJ.",(21) 23335277,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.817684600000003,-43.292977799999996,35
444,444,444,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL MEIRA LIMA,33069999,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA BRAZ DE PINA, 631 PENHA CIRCULAR. 21210-673 Rio de Janeiro - RJ.",(21) 22702536,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.83784,-43.28964000000001,30
445,445,445,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL NOSSA SENHORA DA PENHA,33070008,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"LARGO DA PENHA, 19 PENHA. 21070-560 Rio de Janeiro - RJ.",(21) 32196262,Privada,Filantrópica,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.8443087,-43.27507490166002,30
446,446,446,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL SAO FABIANO,33070059,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"AVENIDA LUSITANIA, 169 PENHA CIRCULAR. 21011-630 Rio de Janeiro - RJ.",(21) 25605552,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-22.82998,-43.280429999999996,5
447,447,447,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO SANTA CLARA,33070083,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CORONEL CAMISAO, 437 CORDOVIL. 21250-290 Rio de Janeiro - RJ.",(21) 33917440,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.82614,-43.30554,6
448,448,448,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL TEC NS DAS GRACAS,33070091,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TABORARI, 372 BRAZ DE PINA. 21011-240 Rio de Janeiro - RJ.",(21) 22606088,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-22.827460000000002,-43.28573,15
449,449,449,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0411020 ESCOLA MUNICIPAL GRECIA,33070113,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"AV BRAS DE PINA, 1614 VILA DA PENHA. 21235-603 Rio de Janeiro - RJ.",(21) 34571442,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-22.837982399999998,-43.3125081,3
450,450,450,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE BRANT HORTA,33070148,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BENTO CARDOSO, 130 PENHA CIRCULAR. 21215-000 Rio de Janeiro - RJ.",(21) 23347508,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.835790399999997,-43.2882155,35
451,451,451,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE CHILE,33070156,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ITAPE, 0 OLARIA. 21071-440 Rio de Janeiro - RJ.",(21) 34566706,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-22.8525703,-43.2776359,5
452,452,452,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE CONDE DE AGROLONGO,33070164,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CONDE DE AGROLONGO, 1246 PENHA. 21020-190 Rio de Janeiro - RJ.",(21) 23347559,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.8377282,-43.279861499999996,35
453,453,453,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE EMBAIXADOR BARROS HURTADO,33070172,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GENERAL CARVALHO, 702 CORDOVIL. 21250-240 Rio de Janeiro - RJ.",(21) 23339842,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Educação de Jovens Adultos,,-22.8272455,-43.3065617,7
454,454,454,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE JOAO MARQUES DOS REIS,33070199,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SAICA, 57 VILA DA PENHA. 21215-170 Rio de Janeiro - RJ.",(21) 23335271,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.8233185,-43.283654299999995,35
455,455,455,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CE TERESA CRISTINA,33070326,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TAILANDIA, 160 BRAS DE PINA. 21011-350 Rio de Janeiro - RJ.",(21) 23335279,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",,-22.8271204,-43.2879176,35
456,456,456,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0411009 ESCOLA MUNICIPAL CIENTISTA MARIO KROEFF,33070334,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO COUTO, 91 PENHA. 21020-410 Rio de Janeiro - RJ.",(21) 38859360,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-22.838898899999997,-43.2753532,3
457,457,457,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO PINHEIRO,33070350,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA AIMORE, 239 PENHA. 21070-230 Rio de Janeiro - RJ.",(21) 32865232,Privada,Particular,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",,-22.844839999999998,-43.28534000000001,30
458,458,458,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0431004 ESCOLA MUNICIPAL ALFREDO GOMES,33070393,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TENENTE PALESTRINA, 538 RIO DE JANEIRO. CORDOVIL. 21250-550 Rio de Janeiro - RJ.",(21) 31377550,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8264063,-43.305069,3
459,459,459,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0431804 EDI ALFREDO VALLADAO,33070407,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA IRINEU MACHADO, 20 VIGARIO GERAL. 21240-700 Rio de Janeiro - RJ.",(21) 24759206,Municipal,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-22.8096813,-43.31350120000001,2
460,460,460,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0431024 ESCOLA MUNICIPAL ANDRADE NEVES,33070415,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VIANA DO CASTELO, S/Nº JARDIM AMERICA. 21240-200 Rio de Janeiro - RJ.",(21) 33725902,Municipal,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",Atendimento Educacional Especializado,-22.809812,-43.326232899999994,6
461,461,461,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0411007 ESCOLA MUNICIPAL ARIOSTO ESPINHEIRA,33070423,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA CAI, S/Nº PENHA. 21020-140 Rio de Janeiro - RJ.",(21) 25735675,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",,-22.8341884,-43.2709438,6
462,462,462,ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,0431010 ESCOLA MUNICIPAL ARMANDO FAJARDO,33070431,RJ,Rio de Janeiro,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CINCO RIOS, 46 CORDOVIL. 21010-180 Rio de Janeiro - RJ.",(21) 24851422,Municipal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-22.8180386,-43.2940229,3
